RPM,SPEED,THROTTLE_POS,MAF,COOLANT_TEMP,INTAKE_TEMP,O2_B1S1,ENGINE_LOAD,INTAKE_PRESSURE,O2_B1S2,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,segment_id
1589,54,27.45,4.42,98,18,0.275,10.98,43,0.75,29.69,21.88,9
2265,64,43.92,21.24,98,17,0.275,38.43,91,0.75,2.344,-0.7812,9
2642,75,43.53,21.79,97,17,0.08,32.55,89,0.595,3.906,-0.7812,9
2257,80,41.96,17.63,97,17,0.08,31.37,90,0.595,-1.562,-0.7812,9
2437,86,37.25,13.85,97,18,0.08,22.75,74,0.595,7.812,-0.7812,9
2558,90,37.65,14.07,97,18,0.67,21.96,77,0.61,8.594,2.344,9
2634,93,36.47,11.99,97,18,0.67,18.04,70,0.61,0.7812,10.16,9
2605,92,33.73,8.73,97,18,0.67,13.33,54,0.61,0,10.94,9
2561,90,31.76,6.84,98,18,0.67,10.59,50,0.74,0.7812,10.94,9
2484,88,29.8,5.54,98,18,0.67,9.02,44,0.74,-1.562,21.88,9
2591,91,36.47,12.38,98,18,0.67,19.22,73,0.74,-0.7812,10.16,9
2579,91,33.73,8.77,98,18,0.69,13.33,53,0.71,0.7812,10.94,9
2526,89,30.98,6.47,98,18,0.69,10.2,46,0.71,6.25,10.94,9
2467,87,30.98,6.47,98,18,0.69,10.59,46,0.71,4.688,11.72,9
2457,87,36.08,11.99,96,18,0.12,19.61,71,0.69,2.344,10.94,9
2483,88,33.73,8.57,96,18,0.12,13.73,56,0.69,-2.344,12.5,9
2414,85,31.37,6.89,96,18,0.12,10.98,41,0.69,-10.94,21.09,9
2418,85,26.67,3.9,96,18,0.07,6.275,33,0.78,-1.562,16.41,9
2315,82,31.76,7.3,96,18,0.07,12.55,48,0.78,-3.906,12.5,9
2361,83,34.9,9.86,96,18,0.07,16.86,67,0.78,-3.906,12.5,9
2360,83,31.76,7.35,95,18,0.845,12.55,48,0.185,-4.688,14.84,9
2317,82,31.37,6.66,95,18,0.845,11.76,46,0.185,-7.031,19.53,9
2383,84,29.02,5.13,95,18,0.845,8.627,50,0.185,-0.7812,11.72,9
2222,78,32.16,7.36,95,18,0,13.33,52,0,-3.906,14.84,9
2321,82,36.47,12.44,95,18,0,21.57,73,0,-3.906,9.375,9
2389,84,36.08,11.59,95,18,0,19.61,71,0,0.7812,9.375,9
2425,86,34.51,9.44,95,18,0.655,15.69,63,0.655,3.906,10.16,9
2435,86,34.51,9.41,95,18,0.655,15.29,63,0.655,-0.7812,10.16,9
2370,84,33.73,8.73,95,18,0.655,14.9,49,0.655,-16.41,17.97,9
2421,85,34.9,9.97,95,18,0.14,16.47,65,0.775,3.906,10.94,9
2444,86,33.73,8.65,95,18,0.14,14.12,57,0.775,-1.562,11.72,9
2413,85,34.9,10.14,95,18,0.14,16.86,65,0.775,-4.688,12.5,9
2439,86,34.9,10.34,96,18,0.195,16.86,67,0.765,3.906,10.16,9
2396,84,32.16,7.49,96,18,0.195,12.55,46,0.765,-7.031,14.84,9
2360,83,32.16,7.37,96,18,0.195,12.55,50,0.765,-3.125,11.72,9
2451,86,39.22,16.13,96,18,0.3,26.27,84,0.76,-2.344,4.688,9
2494,88,31.76,6.97,96,18,0.3,11.37,47,0.76,-3.125,11.72,9
2445,86,32.16,7.35,96,18,0.3,12.16,49,0.76,1.562,11.72,9
2558,90,35.69,10.74,96,17,0.715,16.86,70,0.715,0,6.25,9
2482,88,37.65,14.03,96,18,0.715,22.75,76,0.715,2.344,6.25,9
2434,86,23.53,2.63,96,18,0.715,4.314,30,0.715,0,17.97,9
2207,78,24.71,3.17,96,18,0,5.882,25,0,0,18.75,9
2148,76,30.98,6.47,96,18,0,12.16,49,0,2.344,11.72,9
2210,78,30.98,6.25,96,18,0,11.37,52,0,-1.562,12.5,9
2066,72,24.31,2.9,96,18,0,5.882,26,0,0,18.75,9
2078,59,35.69,12.24,96,18,0,23.92,62,0,-0.7812,17.19,9
2354,66,25.49,3.41,96,18,0,5.882,25,0,0,18.75,9
1702,53,22.75,2.37,96,18,0,5.49,34,0,29.69,23.44,9
2358,47,29.02,5.19,96,18,0,9.412,32,0,2.344,19.53,9
2608,53,31.37,6.69,96,18,0,10.2,43,0,-1.562,13.28,9
2659,54,34.12,9.06,95,18,0.815,13.33,56,0.185,-3.906,13.28,9
2533,51,36.47,13.15,95,18,0.815,20.78,72,0.185,-4.688,11.72,9
1801,59,27.45,4.14,95,18,0.815,10.2,30,0.185,0,17.97,9
2388,67,34.9,9.74,95,18,0.08,16.47,67,0.755,-1.562,9.375,9
2271,65,24.71,3.24,95,18,0.08,5.49,24,0.755,-1.562,24.22,9
2038,58,24.31,2.88,95,18,0.08,5.882,26,0.755,0,18.75,9
1499,42,34.51,8.43,96,18,0,23.53,76,0,-3.125,14.84,9
1506,42,21.57,2.07,96,18,0,5.49,27,0,-0.7812,23.44,9
977.8,15,22.75,2.38,96,18,0,9.412,49,0,-1.562,22.66,9
1381,10,29.02,4.96,96,18,0.045,14.51,58,0.3,4.688,18.75,9
2074,28,45.49,17.47,96,18,0.045,33.33,93,0.3,-7.031,3.906,9
2288,46,53.73,23.74,96,18,0.045,42.35,98,0.3,0,-1.562,9
2111,59,43.92,17.7,97,18,0.085,35.29,95,0.51,-4.688,5.469,9
2268,64,24.71,2.99,97,18,0.085,5.49,25,0.51,0,18.75,9
2168,61,30.59,6.18,97,18,0.085,11.76,52,0.51,1.562,12.5,9
2253,64,30.2,5.93,97,18,0.485,10.59,55,0.175,-0.7812,10.94,9
2130,60,24.31,2.93,97,18,0.485,5.49,25,0.175,0,18.75,9
1346,40,23.53,2.68,97,18,0.485,8.235,33,0.175,-2.344,22.66,9
2480,33,40.39,17.64,96,18,0.055,28.24,85,0.135,2.344,3.906,9
2085,42,38.43,13.01,96,18,0.055,25.49,84,0.135,-7.812,10.16,9
1779,50,34.12,8.69,96,18,0.055,20.78,70,0.135,-4.688,13.28,9
1886,53,28.24,4.62,96,18,0.715,10.2,42,0.68,-3.125,18.75,9
1839,52,23.92,2.8,96,18,0.715,6.275,28,0.68,5.469,18.75,9
1812,51,29.02,5.06,96,18,0.715,11.76,47,0.68,0.7812,18.75,9
1920,54,30.59,6.12,96,18,0.68,12.94,55,0.76,-0.7812,12.5,9
1563,44,21.96,2.19,96,18,0.68,5.882,28,0.76,0,18.75,9
1806,51,37.25,10.18,96,18,0.68,23.92,86,0.76,-4.688,7.812,9
1762,49,25.49,3.45,96,18,0.115,7.843,30,0.735,29.69,18.75,9
1875,53,31.76,6.96,96,18,0.115,15.29,62,0.735,6.25,12.5,9
1848,52,24.31,2.94,96,18,0.115,6.667,28,0.735,8.594,19.53,9
1873,53,29.8,5.59,96,18,0.21,12.55,51,0.14,1.562,20.31,9
1850,52,26.67,3.98,96,18,0.21,9.02,37,0.14,-3.125,20.31,9
1816,51,28.24,4.68,96,18,0.21,10.59,43,0.14,4.688,19.53,9
2062,58,35.29,9.75,96,18,0.13,19.61,75,0.775,0,7.812,9
2088,59,24.71,3.04,96,18,0.13,5.882,26,0.775,1.562,19.53,9
1994,56,26.27,3.68,96,18,0.13,7.451,30,0.775,5.469,20.31,9
1997,56,23.92,2.83,96,18,0.77,5.882,27,0.775,0,18.75,9
1798,51,23.14,2.48,96,18,0.77,5.882,27,0.775,0,18.75,9
1887,53,38.82,11.99,96,18,0.77,26.67,90,0.775,-5.469,7.031,9
1827,53,21.96,2.12,96,18,0.08,4.314,26,0.75,0,18.75,9
1520,43,21.96,2.13,96,18,0.08,5.882,29,0.75,0,18.75,9
1995,40,34.9,8.96,96,18,0.08,18.43,74,0.75,0.7812,7.031,9
1139,34,23.53,2.64,95,18,0.825,9.02,43,0.115,4.688,20.31,9
1773,23,34.9,9.83,95,18,0.825,23.53,72,0.115,3.906,18.75,9
2796,40,24.31,2.76,95,18,0.825,3.922,41,0.115,0,13.28,9
2385,48,40,16.76,95,17,0.09,28.24,84,0.81,2.344,3.125,9
1856,53,42.35,13.89,95,18,0.09,30.98,93,0.81,-9.375,3.125,9
1987,56,29.02,5.08,95,18,0.09,10.59,42,0.81,-5.469,21.09,9
1958,55,23.92,2.77,97,18,0.005,5.882,26,0.715,0,18.75,9
1071,43,23.53,2.64,97,18,0.005,9.804,46,0.715,-13.28,21.09,9
967.2,19,23.14,2.48,97,18,0.005,9.412,48,0.715,-1.562,17.19,9
1968,27,34.12,8.65,97,18,0.05,18.04,66,0.765,-6.25,14.06,9
1975,39,40.78,13.99,97,18,0.05,29.41,93,0.765,-2.344,3.906,9
1786,51,35.29,9.84,97,18,0.05,22.75,74,0.765,-6.25,14.84,9
1915,55,23.53,2.69,98,18,0.2,5.49,26,0.26,3.125,17.19,9
1895,53,28.63,4.96,98,18,0.2,10.98,45,0.26,0.7812,20.31,9
2019,57,35.29,9.5,98,18,0.2,19.61,77,0.26,5.469,6.25,9
2112,60,24.31,2.99,98,18,0.67,5.882,25,0.7,2.344,20.31,9
1992,56,23.92,2.75,98,18,0.67,5.882,26,0.7,0,18.75,9
997.2,30,23.14,2.44,98,18,0.67,9.02,48,0.7,5.469,18.75,9
1636,23,22.35,2.3,97,18,0.04,5.49,31,0.135,16.41,21.88,9
1831,25,34.12,9.21,97,18,0.04,20.78,63,0.135,15.62,25.78,9
1686,34,46.67,21.1,97,18,0.04,52.16,96,0.135,-6.25,17.19,9
1996,40,27.84,4.38,97,18,0.79,9.02,39,0.68,-8.594,25,9
2118,43,33.33,8.21,97,18,0.79,16.08,60,0.68,2.344,13.28,9
2061,42,25.1,3.25,97,18,0.79,6.667,26,0.68,29.69,21.88,9
1197,24,25.1,3.19,97,18,0,10.98,45,0,-1.562,22.66,9
924,11,46.27,8.39,97,18,0,33.73,97,0,-4.688,23.44,9
1449,33,29.02,4.82,97,18,0,12.94,40,0,29.69,20.31,9
1870,38,33.73,8.55,97,18,0.02,18.82,64,0.735,-10.16,16.41,9
1852,37,23.14,2.45,97,18,0.02,5.49,26,0.735,0.7812,24.22,9
2162,44,29.8,5.6,97,18,0.02,10.59,51,0.735,1.562,11.72,9
2225,45,28.63,4.94,97,18,0.45,9.02,30,0.675,-3.906,23.44,9
1535,35,28.24,4.74,97,18,0.45,12.16,40,0.675,29.69,21.09,9
1052,22,22.35,2.29,97,18,0.45,8.235,46,0.675,-5.469,20.31,9
899.5,8,21.57,2.04,97,18,0.04,8.235,49,0.705,9.375,19.53,9
1042,7,27.06,3.86,97,18,0.04,14.12,57,0.705,16.41,24.22,9
1314,15,24.31,2.9,97,18,0.04,9.02,45,0.705,-1.562,21.88,9
1561,24,26.27,3.75,98,18,0.865,10.59,49,0.15,1.562,17.97,9
2307,31,36.08,11.91,98,18,0.865,20.39,71,0.15,0,7.031,9
1909,38,34.9,8.77,98,18,0.865,18.82,78,0.15,-3.125,9.375,9
1844,37,23.14,2.52,98,18,0.035,5.49,27,0.735,7.812,26.56,9
1763,35,23.14,2.46,98,19,0.035,5.882,27,0.735,8.594,26.56,9
1111,21,22.35,2.3,98,19,0.035,7.843,46,0.735,0.7812,21.88,9
1728,23,23.92,2.82,98,18,0.08,6.667,41,0.05,-12.5,20.31,9
1408,19,24.31,2.99,98,19,0.08,8.627,35,0.05,0,20.31,9
1043,14,23.92,2.91,98,18,0.08,10.59,49,0.05,11.72,20.31,9
953.5,8,21.96,2.22,98,19,0.68,8.627,47,0.095,12.5,25.78,9
1018,0,19.22,1.43,98,19,0.68,5.098,40,0.095,13.28,30.47,9
678.5,0,18.43,1.18,98,19,0.68,5.49,47,0.095,22.66,32.81,9
675.2,0,15.69,0.94,99,19,0.035,4.314,39,0.04,25.78,32.81,9
674.5,0,15.69,0.94,99,19,0.035,4.314,38,0.04,28.91,32.81,9
675.2,0,15.69,0.94,99,20,0.035,4.314,38,0.04,31.25,32.81,9
682.8,0,15.69,0.94,99,20,0.085,4.314,38,0.085,34.38,32.81,9
671.2,0,15.69,0.94,99,20,0.085,4.314,38,0.085,29.69,32.81,9
668.2,0,15.69,0.94,99,20,0.085,4.314,38,0.085,30.47,32.81,9
639.8,0,18.82,1.17,100,19,0.065,5.49,56,0.065,38.28,32.81,9
1073,4,18.43,1.24,100,19,0.065,4.314,42,0.065,31.25,32.81,9
704.5,0,16.86,1.01,100,19,0.065,4.314,42,0.065,36.72,32.81,9
790,0,21.96,2.04,19,14,0.055,9.02,50,1.275,13.28,19.53,9
805.5,0,21.57,1.99,19,14,0.055,8.627,50,1.275,16.41,19.53,9
770,0,21.57,1.95,19,14,0.055,8.627,50,1.275,18.75,19.53,9
760,0,21.57,1.95,19,15,0.045,8.627,49,1.275,21.88,19.53,9
786.8,0,20.78,1.83,19,15,0.045,7.843,49,1.275,25,19.53,9
760.8,0,20.78,1.81,19,15,0.045,7.843,48,1.275,27.34,19.53,9
776.8,0,20.78,1.77,24,15,0.065,7.451,48,1.275,30.47,19.53,9
769.8,0,20.78,1.72,24,15,0.065,7.451,48,1.275,33.59,19.53,9
792.2,0,20.78,1.72,24,15,0.065,7.451,49,1.275,35.94,19.53,9
784.2,0,20.39,1.7,24,15,0.06,7.451,51,1.275,39.06,19.53,9
2379,4,34.12,9.1,24,15,0.06,15.29,57,1.275,17.97,13.28,9
1438,10,23.14,2.39,24,15,0.06,6.667,32,1.275,9.375,19.53,9
1278,11,24.71,3.12,29,15,0.83,10.2,38,1.275,13.28,18.75,9
1094,14,26.27,3.58,29,15,0.83,12.94,50,1.275,7.031,19.53,9
1240,17,28.24,4.38,29,15,0.83,14.51,54,1.275,1.562,19.53,9
1231,16,27.45,4.17,29,15,0.805,13.73,55,1.275,2.344,19.53,9
2125,29,31.76,6.52,29,15,0.805,12.55,62,1.275,0,10.16,9
1599,32,20.78,1.81,29,15,0.805,4.706,29,1.275,-20.31,17.97,9
1086,14,40.78,13.65,35,15,0.21,48.63,96,1.275,-12.5,17.19,9
1622,32,27.84,4.4,35,15,0.21,11.76,43,1.275,-0.7812,17.97,9
1522,31,24.31,2.87,35,15,0.21,7.843,33,1.275,-21.09,19.53,9
1685,34,27.45,4.3,35,15,0.08,10.59,42,1.275,-17.19,19.53,9
1045,23,24.71,2.98,35,15,0.08,11.37,52,1.275,-21.09,18.75,9
848.2,2,29.41,4.74,35,15,0.08,19.22,70,1.275,-5.469,19.53,9
1460,18,34.9,8.75,42,15,0.86,27.06,80,1.275,-7.812,11.72,9
1729,36,42.35,14.5,42,15,0.86,34.12,94,1.275,-7.031,9.375,9
1616,46,32.16,7.4,42,15,0.86,19.22,51,1.275,-3.125,18.75,9
1669,47,28.63,4.68,42,15,0.75,11.76,54,1.275,-17.19,19.53,9
1642,46,32.55,7.09,42,15,0.75,18.04,66,1.275,-9.375,19.53,9
1714,48,33.33,7.78,42,15,0.75,18.82,67,1.275,-10.94,12.5,9
1772,50,30.98,6.09,50,15,0.165,14.12,59,1.275,-4.688,19.53,9
1778,50,30.59,5.87,50,15,0.165,13.73,57,1.275,-2.344,17.97,9
1652,47,34.12,8.8,50,15,0.165,21.96,65,1.275,-21.88,16.41,9
1570,44,22.35,2.22,50,15,0.025,5.882,26,1.275,-7.031,19.53,9
1052,22,23.14,2.5,50,15,0.025,9.02,46,1.275,-2.344,18.75,9
693.2,0,20.39,1.61,50,15,0.025,7.451,53,1.275,9.375,19.53,9
1072,5,29.02,4.62,56,15,0.045,17.65,72,1.275,5.469,19.53,9
1810,24,34.51,8.55,56,15,0.045,20,76,1.275,-10.16,7.031,9
1580,37,27.06,4.03,56,15,0.045,11.76,35,1.275,0.7812,17.19,9
1609,49,25.88,3.58,56,15,0.61,9.02,39,1.275,-1.562,18.75,9
1881,53,29.41,5.27,56,15,0.61,11.76,53,1.275,-6.25,14.84,9
1746,50,22.35,2.14,56,15,0.61,5.098,26,1.275,0,18.75,9
1107,40,23.92,2.71,61,15,0.11,9.804,45,1.275,0,18.75,9
972.8,16,23.14,2.39,61,15,0.11,9.412,48,1.275,13.28,20.31,9
1134,1,30.59,4.82,61,15,0.11,20.78,66,1.275,7.812,20.31,9
1517,20,46.67,13.74,61,15,0.875,37.65,96,1.275,-13.28,7.031,9
1800,36,57.25,19.99,61,15,0.875,45.88,98,1.275,-7.031,6.25,9
1758,48,47.06,17.01,61,15,0.875,41.57,97,1.275,-2.344,10.16,9
1893,53,37.25,11.09,66,15,0.085,24.71,86,1.27,-3.906,4.688,9
2039,57,36.08,11.05,66,14,0.085,22.75,78,1.27,1.562,4.688,9
2262,64,35.69,11.56,66,14,0.085,20.78,70,1.27,-1.562,3.125,9
2228,63,30.98,6.53,66,15,0.06,11.76,44,0.915,-2.344,19.53,9
2336,66,39.22,15.54,66,14,0.06,26.67,83,0.915,3.125,0,9
2322,65,29.8,5.62,66,15,0.06,9.804,43,0.915,-1.562,19.53,9
2246,64,25.1,3.25,72,15,0.04,5.882,26,0.715,0.7812,20.31,9
2064,59,24.31,2.86,72,15,0.04,5.49,25,0.715,0,21.09,9
1138,47,23.92,2.8,72,15,0.04,10.2,43,0.715,-12.5,22.66,9
1556,35,25.49,3.46,72,15,0.04,9.02,42,0.65,1.562,21.09,9
2185,29,39.22,14.6,72,15,0.04,26.67,86,0.65,1.562,0.7812,9
2245,45,43.14,19.84,72,14,0.04,35.29,91,0.65,-2.344,0.7812,9
2062,58,57.65,21.71,76,14,0.715,43.14,97,0.795,-6.25,-1.562,9
2483,70,27.45,4.31,76,14,0.715,7.059,26,0.795,-3.906,17.97,9
2599,74,42.75,20.42,76,14,0.715,30.98,90,0.795,-3.906,-1.562,9
2916,83,47.84,26.27,76,14,0.445,34.9,93,0.665,3.125,-4.688,9
2446,86,39.61,16.73,76,14,0.445,27.45,84,0.665,8.594,-1.562,9
2470,87,37.65,14.71,76,14,0.445,23.53,78,0.665,-0.7812,5.469,9
2548,90,42.35,20.45,83,14,0.17,31.76,89,0.67,4.688,-1.562,9
2670,94,41.18,18.15,83,14,0.17,26.67,89,0.67,7.031,0,9
2718,96,41.18,17.54,83,14,0.17,25.1,90,0.67,5.469,0.7812,9
2728,96,39.61,15.6,83,14,0.45,22.35,86,0.6,1.562,1.562,9
2704,95,38.04,14.31,83,14,0.45,20.39,83,0.6,6.25,5.469,9
2689,95,41.18,17.35,83,14,0.45,25.1,87,0.6,-1.562,3.906,9
2680,94,39.22,14.97,91,14,0.2,21.57,82,0.57,4.688,4.688,9
2672,94,38.82,14.43,91,14,0.2,21.18,84,0.57,4.688,4.688,9
2670,94,41.18,17.3,91,14,0.2,25.49,88,0.57,-8.594,5.469,9
2730,96,41.18,17.22,91,14,0.68,24.31,89,0.645,-2.344,5.469,9
2732,96,40,15.87,91,14,0.68,22.75,88,0.645,1.562,5.469,9
2680,94,36.86,12.44,91,14,0.68,18.04,75,0.645,5.469,7.031,9
2630,93,39.61,15.32,98,14,0.12,22.75,84,0.605,2.344,6.25,9
2619,92,37.25,12.89,98,14,0.12,19.61,79,0.605,3.125,7.812,9
2593,91,38.82,15.81,98,14,0.12,24.71,81,0.605,3.125,7.812,9
2653,94,39.61,15.92,98,14,0.115,23.14,84,0.695,1.562,5.469,9
2670,94,40.39,16.39,98,14,0.115,23.92,87,0.695,-2.344,5.469,9
2696,95,40,15.96,98,14,0.115,23.53,85,0.695,2.344,5.469,9
2767,98,40.39,16.68,97,14,0.52,23.53,86,0.68,-3.906,5.469,9
2769,98,40,15.64,97,14,0.52,21.96,85,0.68,-2.344,5.469,9
2758,97,39.61,15.7,97,14,0.52,22.35,86,0.68,2.344,5.469,9
2703,96,38.82,14.32,97,14,0.69,20.39,84,0.63,-3.125,8.594,9
2687,95,39.22,14.6,97,14,0.69,21.18,85,0.63,2.344,5.469,9
2689,95,40,16.21,97,14,0.69,23.53,88,0.63,1.562,5.469,9
2731,96,40.78,17.14,98,14,0.71,24.71,86,0.59,2.344,5.469,9
2713,96,40.78,17.05,98,14,0.71,24.31,88,0.59,0.7812,7.031,9
2697,95,39.61,15.55,98,14,0.71,22.35,86,0.59,2.344,5.469,9
2700,95,40,16.37,98,14,0.7,23.53,87,0.23,3.906,5.469,9
2781,98,43.92,21.42,98,13,0.7,29.8,90,0.23,6.25,-4.688,9
2823,100,41.96,17.78,98,14,0.7,24.31,90,0.23,-2.344,4.688,9
2828,100,40,15.95,98,14,0.115,21.96,87,0.21,2.344,4.688,9
2831,100,40,15.92,98,14,0.115,21.57,85,0.21,-2.344,4.688,9
2834,100,40,16,98,14,0.115,21.57,86,0.21,-2.344,4.688,9
2895,102,40.78,17.82,98,14,0.1,23.53,87,0.67,8.594,0.7812,9
2917,103,42.35,19.54,98,14,0.1,25.49,89,0.67,-2.344,-3.125,9
2926,103,41.57,17.77,98,14,0.1,23.14,88,0.67,2.344,-3.125,9
2922,103,41.57,17.72,97,14,0.485,23.14,87,0.225,3.906,-3.125,9
2940,104,41.96,18.86,97,13,0.485,24.31,89,0.225,-1.562,-3.125,9
2936,103,42.35,18.22,97,14,0.485,23.53,90,0.225,1.562,4.688,9
2923,103,42.35,17.89,97,14,0.615,23.14,92,0.175,1.562,4.688,9
2908,103,41.96,17.95,97,14,0.615,23.53,89,0.175,-3.125,4.688,9
2894,102,41.96,17.58,97,13,0.615,22.75,89,0.175,2.344,4.688,9
2911,103,41.18,17.4,98,13,0.685,23.14,87,0.325,-2.344,-3.125,9
2906,102,42.35,18.33,98,13,0.685,24.31,92,0.325,3.125,4.688,9
2894,102,42.35,18.06,98,13,0.685,23.92,89,0.325,1.562,4.688,9
2892,102,42.35,17.95,98,13,0.525,23.92,91,0.59,-3.125,4.688,9
2878,102,41.57,17.59,98,13,0.525,23.53,90,0.59,1.562,4.688,9
2862,101,41.18,17.2,98,13,0.525,23.14,88,0.59,0.7812,4.688,9
2866,101,41.18,16.74,98,13,0.665,22.75,88,0.235,-2.344,4.688,9
2861,101,41.18,16.88,98,13,0.665,22.75,90,0.235,-2.344,4.688,9
2834,100,40.78,16.87,98,13,0.665,22.75,89,0.235,1.562,4.688,9
2844,100,42.75,18.43,98,13,0.195,25.1,92,0.675,1.562,4.688,9
2852,101,43.14,18.39,98,13,0.195,24.71,93,0.675,1.562,4.688,9
2860,101,42.75,18.22,98,13,0.195,24.31,93,0.675,1.562,4.688,9
2864,101,42.35,17.86,97,13,0.715,24.31,90,0.165,-3.125,4.688,9
2884,102,41.57,17.87,97,13,0.715,23.92,90,0.165,0.7812,-3.125,9
2875,101,42.75,18.28,97,13,0.715,24.31,90,0.165,-3.125,5.469,9
2857,101,41.96,17.79,97,13,0.7,23.92,89,0.37,-3.125,5.469,9
2879,102,43.53,19.05,97,13,0.7,25.1,91,0.37,8.594,-1.562,9
2887,102,43.53,18.77,97,13,0.7,25.1,93,0.37,5.469,0.7812,9
2914,103,43.53,18.58,97,13,0.085,24.71,91,0.235,0,5.469,9
2924,103,41.18,17.31,97,13,0.085,22.75,87,0.235,-3.906,3.906,9
2931,103,40.39,17.08,97,13,0.085,22.35,86,0.235,-6.25,0.7812,9
2949,104,41.18,17.42,97,13,0.77,22.75,90,0.255,-5.469,2.344,9
2956,104,40.78,16.92,97,13,0.77,21.96,88,0.255,-6.25,0.7812,9
2953,104,40.78,17.39,97,13,0.77,22.35,88,0.255,3.906,0,9
2956,104,40.78,16.81,97,13,0.09,21.57,86,0.215,-1.562,0.7812,9
2947,104,41.96,17.54,97,13,0.09,23.14,89,0.215,0,1.562,9
2940,104,41.18,17.57,97,13,0.09,22.75,90,0.215,-1.562,2.344,9
2684,97,24.31,3.04,97,14,0.035,3.922,32,0.72,0,18.75,9
2435,86,25.49,3.48,97,14,0.035,5.49,25,0.72,0,22.66,9
2104,74,24.71,3.02,97,14,0.035,5.882,25,0.72,0,22.66,9
1922,68,23.92,2.78,96,14,0,5.882,26,0,0,22.66,9
1789,63,23.53,2.6,96,14,0,5.882,27,0,0,22.66,9
1067,35,23.53,2.58,96,14,0,9.412,44,0,-11.72,21.88,9
906.5,11,22.35,2.22,96,14,0.045,8.627,49,0.135,7.812,20.31,9
1170,2,31.76,6.07,96,14,0.045,20.78,68,0.135,14.06,20.31,9
1598,20,49.41,15.15,96,14,0.045,42.35,98,0.135,-3.125,11.72,9
2542,42,23.92,2.66,95,14,0,4.314,25,0.02,0,19.53,9
1967,56,22.35,2.25,95,14,0,4.706,25,0.02,0,20.31,9
2097,59,24.31,2.88,95,14,0,5.49,26,0.02,0,21.88,9
1824,52,23.53,2.48,95,14,0,5.49,26,0.065,0,22.66,9
2038,57,42.75,16.55,95,14,0,33.73,92,0.065,-8.594,0,9
2460,69,41.96,19.08,95,14,0,30.98,89,0.065,4.688,0,9
2754,78,25.88,3.66,98,14,0.02,5.098,25,0.21,0,18.75,9
2584,73,35.29,10.94,98,14,0.02,16.86,67,0.21,-2.344,8.594,9
2407,68,25.49,3.5,98,14,0.02,5.49,25,0.21,0,22.66,9
2174,62,58.43,21.5,98,14,0.26,40.39,98,0.835,-10.16,2.344,9
2599,74,42.75,20.63,98,13,0.26,31.37,90,0.835,-2.344,0.7812,9
2187,77,40,16,98,13,0.26,29.41,86,0.835,-2.344,0.7812,9
2280,80,38.04,13.93,96,14,0.71,24.71,81,0.695,-2.344,7.812,9
2336,82,36.47,12.45,96,14,0.71,21.18,72,0.695,0,7.812,9
2334,82,34.9,9.98,96,14,0.71,17.25,68,0.695,4.688,10.16,9
2278,80,34.12,8.86,96,14,0.595,15.69,65,0.77,3.125,12.5,9
2241,79,34.12,8.83,96,14,0.595,15.69,64,0.77,3.125,12.5,9
2253,79,39.22,14.66,96,13,0.595,26.27,86,0.77,3.125,2.344,9
2268,80,38.43,14.26,98,13,0.13,25.49,84,0.18,8.594,1.562,9
2154,76,31.76,6.97,98,14,0.13,12.94,54,0.18,-6.25,13.28,9
1945,69,23.92,2.74,98,14,0.13,5.882,26,0.18,0,22.66,9
1735,61,23.14,2.53,98,14,0,5.882,28,0,0,22.66,9
1020,39,23.53,2.61,98,14,0,9.804,47,0,-13.28,19.53,9
1010,35,22.35,2.34,98,14,0,8.627,46,0,7.812,17.19,9
2094,28,31.37,6.59,96,14,0.04,13.73,36,0.145,-4.688,21.09,9
1893,39,52.55,17.65,96,14,0.04,38.82,98,0.145,-4.688,7.812,9
1920,58,23.53,2.48,96,14,0.04,5.49,25,0.145,0,21.09,9
2431,69,43.14,20.68,96,13,0.67,34.12,91,0.725,0.7812,2.344,9
2131,75,58.04,22.79,96,13,0.67,43.92,98,0.725,-10.16,2.344,9
2226,78,41.57,16.36,96,13,0.67,29.8,92,0.725,2.344,3.906,9
2285,80,37.25,12.48,98,13,0.54,21.96,78,0.695,0,10.16,9
2311,81,37.65,13.68,98,13,0.54,23.92,79,0.695,0.7812,3.125,9
2293,81,32.55,7.55,98,14,0.54,13.33,55,0.695,-0.7812,11.72,9
2227,78,42.35,16.89,98,13,0.69,30.59,91,0.735,3.125,7.812,9
2228,79,34.12,8.97,98,14,0.69,16.08,65,0.735,-0.7812,11.72,9
2145,75,24.71,3.07,98,14,0.69,5.882,25,0.735,29.69,16.41,9
1889,67,23.92,2.74,97,14,0,5.882,27,0,0,22.66,9
1972,69,42.35,15.36,97,13,0,32.94,92,0,-3.125,2.344,9
2130,75,33.33,8.16,97,13,0,15.69,64,0,-1.562,8.594,9
2129,75,36.47,11.81,97,13,0.125,22.75,77,0.695,0.7812,9.375,9
2176,76,40.78,15.24,97,13,0.125,28.63,90,0.695,-2.344,4.688,9
2218,78,31.37,6.38,97,13,0.125,11.76,57,0.695,0,10.94,9
2176,77,39.61,14.54,97,13,0.71,27.06,87,0.715,0,3.125,9
2204,78,34.51,8.91,97,13,0.71,16.47,66,0.715,0,11.72,9
2179,77,34.12,8.56,97,13,0.71,16.08,66,0.715,-1.562,13.28,9
2190,77,33.33,8.24,97,13,0.49,15.29,61,0.735,-3.125,13.28,9
